,label,sentence
6613,shame,I met a woman who was looking for our house. She stopped me but I á ran away. When I arrived at home I found the same woman and she á told my parents what had happened so I felt ashamed.
2178,anger,I learned that my girlfriend had been unjustly missed from work.
4771,sadness,"It was the time I went home for my holidays only to find that my á sister had passed away.  The news had been hidden from me, so á that I could take my exams."
6724,fear,I was afraid when my mother left me alone to live in our house á for one month.
5805,shame,The same for guilt would apply.
43,fear,When my 2 year old son climbed up and sat on the 7th floor á balcony with his legs hanging out.  He was holding on tightly to á the upper railing of the balcony but he could have easily lost á his balance when he sat down.
1107,disgust,"When an acquaintance (he was drunk) of my room-mate vomitted on the kitchen á carpet.  It was past mid-night and my room-mate had just moved in, á this acquaintance had helped her move in.á "
6000,guilt,"I could not take care of my mother when she was admitted to a hospital  á for surgery, I continued my studies as I could not get leave."
680,anger,[ No response.]
1051,disgust,When an untidy and heavyly drunk person made endeavours to á approach me.
5508,fear,A man in a car was following me when I went running early one á morning in a fairly secluded area.
930,fear,"As a child, when I was at home alone, I felt in an indefinate á manner afraid of the death of my father and mother."
2618,guilt,When I acted in a negative way at a certain moment by laziness á to concede a moment of the time I thought to be my own.
3551,anger,"The landlord had selected a new lodger on her own, while we used á to do that it was not what she had done, but how she did it that á made me angry."
7273,shame,First time going out with a boy and other people laughed at us.
5121,sadness,My elder sister whom I love very much was leaving for the          á West Indies for two years and I was staying behind.
1280,anger,When my sister took my things without having asked for my permission á first.
7163,disgust,Some students deliberately disobey me as a class leader.
7650,shame,My friend had many female friends and I thought that they were á his lovers.  I would scold him but he did not accept my advice.  á Later I learnt from his girlfriends that this was not true.  I á felt ashamed at having misunderstood him.
4140,fear,The last time I was face to face with with the monstrous dog á which lives in my street.
3592,joy,When the Real Madrid team of basket ball qualified for the final á of the Europe Cup at Athens.
1191,disgust,"While watching the movie called \Deer hunter\"" on TV, when it á showed how prisoners were treated."""
7262,fear,Talking about snakes.
3872,guilt,"Flirting with other girls while I already had a very good á relationship. When there are problems in my relationship, the á flirting increases as does the feeling of guilt."
4879,guilt,The day I came home drunk after having attended a disco party.
4346,disgust,One day I went to see a rather disagreeable film (X).
1254,disgust,When I noticed two spiders running on the floor in different á directions.
5612,joy,When I had achieved a goal indirectly. I work for CAL Football á and our 2nd win of the season was very gratifying and brought á our joy because of the hard work involved and the fact that no á one expected we would win.
2099,joy,When my brothers had passed all of their exams and were able to  á graduate from their courses.
1250,joy,When I got a letter from home.
1416,joy,When I met my girlfriend - I had not counted on that.
716,sadness,When I didn't get a certain job at Lillehammer which I wanted á very much.
3011,disgust,"I detest any kind of constraint and hate the attempts of elder á people to force me to a norm of behavior without having legal or á moral rights to do it. I felt this emotion when a neighbour of á mine made me kick out my guests because they had talked very á loudly and threatened that with \connections\"" she will expel me á from the inst."""
